Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
1/1/2021,1:00,289.47,75.06,1016.31,4.8,30.52,0.000001,0,0,140.6186
1/1/2021,2:00,291.45,64.45,1016.95,5.87,41.91,0,0,0,362.7408
1/1/2021,3:00,293.72,56.4,1016.94,6.06,45.41,0.000001,0,0,553.7301
1/1/2021,4:00,295.83,50.43,1016.33,6.03,45.56,0.000001,0,0,691.0936
1/1/2021,5:00,297.57,46.21,1015.23,5.97,46.17,0.000001,0,0,777.682
1/1/2021,6:00,298.94,43.42,1013.93,5.85,46.68,0.000001,0,0,805.3052
1/1/2021,7:00,299.79,42.01,1012.66,5.75,47.05,0.000001,0,0,737.8037
1/1/2021,8:00,300.17,41.6,1011.77,5.7,47.52,0.000001,0,0,624.2584
1/1/2021,9:00,300.04,42.12,1011.37,5.7,48.44,0.000001,0,0,455.3589
1/1/2021,10:00,299.23,45.2,1011.56,5.49,48.51,0,0,0,252.3581
1/1/2021,11:00,297.13,55.84,1012.2,4.22,47.11,0,0,0,59.3413
1/1/2021,12:00,294.88,66.3,1013.07,3.92,45.7,0,0,0,0
1/1/2021,13:00,294.15,69.3,1014.07,3.98,45.18,0,0,0,0
1/1/2021,14:00,293.44,71.95,1014.63,3.86,44.02,0,0,0,0
1/1/2021,15:00,292.81,73.68,1014.76,3.79,43.12,0,0,0,0
1/1/2021,16:00,292.22,74.97,1014.65,3.78,44.1,0,0,0,0
1/1/2021,17:00,291.7,76.2,1014.46,3.83,45.44,0,0,0,0
1/1/2021,18:00,291.21,77.19,1014.17,3.99,45.72,0,0,0,0
1/1/2021,19:00,290.66,78.58,1013.63,4.09,46.69,0,0,0,0
1/1/2021,20:00,290.07,80.47,1013.17,4,48.66,0,0,0,0
1/1/2021,21:00,289.46,82.35,1013,3.84,49.38,0,0,0,0
1/1/2021,22:00,288.99,83.32,1013.17,3.77,48.29,0,0,0,0
1/1/2021,23:00,288.61,83.95,1013.56,3.61,45.56,0,0,0,0
1/1/2021,0:00,288.34,83.49,1014.27,3.56,42.94,0,0,0,4.7447
2/1/2021,1:00,289.84,74.19,1015.17,4.42,40.56,0,0,0,133.8925
2/1/2021,2:00,292.11,62.71,1015.94,5.22,48.13,0,0,0,351.3682
2/1/2021,3:00,294.68,53.81,1016.14,5.16,50.05,0.000001,0,0,554.7709
2/1/2021,4:00,296.94,47.71,1015.67,4.8,44.82,0.000003,0,0,705.996
2/1/2021,5:00,298.76,43.18,1014.52,4.7,37.14,0.000001,0,0,798.252
2/1/2021,6:00,300.02,40.41,1013.04,4.66,32.43,0,0,0,819.0258
2/1/2021,7:00,300.78,39.15,1011.71,4.54,32.46,0,0,0,773.8159
2/1/2021,8:00,301.06,39,1010.88,4.42,34.84,0,0,0,657.2419
2/1/2021,9:00,300.87,39.9,1010.56,4.4,37.75,0,0,0,475.6057
