# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);14.118
# Site longitude (positive means East);100.618
# Site altitude (m);4
# Date beginning;2021-01-01
# Date end;2022-01-01
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2021-01-01;01:00;288.25;74.87;1016.34;3.88;27.70;0.000007;0.000000;0.000000;140.4227
2021-01-01;02:00;290.63;62.49;1017.01;5.41;46.17;0.000002;0.000000;0.000000;364.5500
2021-01-01;03:00;293.27;54.06;1017.04;5.77;51.02;0.000001;0.000000;0.000000;566.0726
2021-01-01;04:00;295.67;48.23;1016.46;5.80;50.79;0.000000;0.000000;0.000000;720.0530
2021-01-01;05:00;297.54;44.37;1015.37;5.78;50.57;0.000000;0.000000;0.000000;809.4799
2021-01-01;06:00;298.92;41.95;1014.03;5.67;50.78;0.000000;0.000000;0.000000;833.1708
2021-01-01;07:00;299.75;40.78;1012.77;5.57;51.19;0.000000;0.000000;0.000000;775.2921
2021-01-01;08:00;300.02;40.60;1011.89;5.50;51.42;0.000000;0.000000;0.000000;650.4937
2021-01-01;09:00;299.74;41.26;1011.52;5.46;51.75;0.000000;0.000000;0.000000;467.7530
2021-01-01;10:00;298.67;45.21;1011.74;5.01;51.14;0.000000;0.000000;0.000000;254.6905
2021-01-01;11:00;296.02;59.29;1012.35;3.34;49.33;0.000000;0.000000;0.000000;58.0594
2021-01-01;12:00;293.49;69.67;1013.21;3.11;48.57;0.000000;0.000000;0.000000;0.0000
2021-01-01;13:00;292.70;71.97;1014.17;3.10;48.53;0.000000;0.000000;0.000000;0.0000
2021-01-01;14:00;291.96;73.75;1014.71;3.03;47.79;0.000000;0.000000;0.000000;0.0000
2021-01-01;15:00;291.30;74.95;1014.86;3.01;46.81;0.000000;0.000000;0.000000;0.0000
2021-01-01;16:00;290.71;75.88;1014.77;3.01;47.15;0.000000;0.000000;0.000000;0.0000
2021-01-01;17:00;290.20;76.86;1014.58;3.05;48.28;0.000000;0.000000;0.000000;0.0000
2021-01-01;18:00;289.70;77.92;1014.30;3.14;48.76;0.000000;0.000000;0.000000;0.0000
2021-01-01;19:00;289.18;79.44;1013.71;3.19;49.69;0.000000;0.000000;0.000000;0.0000
2021-01-01;20:00;288.59;81.42;1013.24;3.11;51.10;0.000000;0.000000;0.000000;0.0000
2021-01-01;21:00;287.98;83.37;1013.04;2.96;51.04;0.000000;0.000000;0.000000;0.0000
2021-01-01;22:00;287.46;84.62;1013.21;2.87;49.31;0.000000;0.000000;0.000000;0.0000
2021-01-01;23:00;287.03;85.45;1013.57;2.75;46.05;0.000000;0.000000;0.000000;0.0000
2021-01-01;24:00;286.72;85.39;1014.28;2.71;42.69;0.000000;0.000000;0.000000;4.6649
2021-01-02;01:00;288.58;74.33;1015.16;3.61;39.60;0.000000;0.000000;0.000000;136.3022
2021-01-02;02:00;291.29;61.30;1015.92;4.72;49.77;0.000000;0.000000;0.000000;360.4539
2021-01-02;03:00;294.28;52.13;1016.18;5.00;53.19;0.000000;0.000000;0.000000;567.8254
2021-01-02;04:00;296.80;46.17;1015.72;4.76;48.68;0.000000;0.000000;0.000000;723.5535
2021-01-02;05:00;298.70;41.99;1014.58;4.66;41.68;0.000000;0.000000;0.000000;814.8257
2021-01-02;06:00;299.98;39.51;1013.11;4.61;37.03;0.000000;0.000000;0.000000;833.4700
2021-01-02;07:00;300.70;38.50;1011.80;4.53;36.60;0.000000;0.000000;0.000000;781.2767
2021-01-02;08:00;300.90;38.49;1010.98;4.42;38.73;0.000000;0.000000;0.000000;659.0001
2021-01-02;09:00;300.59;39.50;1010.67;4.37;41.70;0.000000;0.000000;0.000000;478.4435
2021-01-02;10:00;299.55;43.60;1010.88;4.07;43.98;0.000000;0.000000;0.000000;265.8097
