,idx,datetime,temp,rh
127,127,2021-09-06 07:00:00,26.5,88.0
128,128,2021-09-06 08:00:00,26.7,85.0
129,129,2021-09-06 09:00:00,27.9,78.0
130,130,2021-09-06 10:00:00,29.0,78.0
131,131,2021-09-06 11:00:00,30.3,69.0
132,132,2021-09-06 12:00:00,31.4,67.0
133,133,2021-09-06 13:00:00,32.0,60.0
134,134,2021-09-06 14:00:00,31.1,67.0
135,135,2021-09-06 15:00:00,31.1,67.0
136,136,2021-09-06 16:00:00,33.0,58.0
137,137,2021-09-06 17:00:00,28.5,80.0
138,138,2021-09-06 18:00:00,27.7,85.0
139,139,2021-09-06 19:00:00,30.5,75.0
140,140,2021-09-06 20:00:00,26.7,94.0
141,141,2021-09-06 21:00:00,26.6,93.0
142,142,2021-09-06 22:00:00,28.2,79.0
143,143,2021-09-06 23:00:00,25.6,91.0
144,144,2021-09-07 00:00:00,25.4,90.0
145,145,2021-09-07 01:00:00,27.5,83.0
146,146,2021-09-07 02:00:00,25.1,92.0
147,147,2021-09-07 03:00:00,25.2,92.0
148,148,2021-09-07 04:00:00,26.8,86.0
149,149,2021-09-07 05:00:00,24.5,95.0
150,150,2021-09-07 06:00:00,24.2,96.0
151,151,2021-09-07 07:00:00,26.7,90.0
152,152,2021-09-07 08:00:00,25.7,89.0
153,153,2021-09-07 09:00:00,26.0,88.0
154,154,2021-09-07 10:00:00,26.8,94.0
155,155,2021-09-07 11:00:00,26.9,85.0
156,156,2021-09-07 12:00:00,28.1,83.0
157,157,2021-09-07 13:00:00,30.7,77.0
158,158,2021-09-07 14:00:00,27.0,87.0
159,159,2021-09-07 15:00:00,27.3,85.0
160,160,2021-09-07 16:00:00,28.8,90.0
161,161,2021-09-07 17:00:00,28.3,81.0
162,162,2021-09-07 18:00:00,26.7,87.0
163,163,2021-09-07 19:00:00,28.6,90.0
164,164,2021-09-07 20:00:00,26.0,93.0
165,165,2021-09-07 21:00:00,25.3,96.0
166,166,2021-09-07 22:00:00,26.1,93.0
167,167,2021-09-07 23:00:00,24.6,97.0
168,168,2021-09-08 00:00:00,24.5,97.0
169,169,2021-09-08 01:00:00,26.0,95.0
170,170,2021-09-08 02:00:00,24.3,97.0
171,171,2021-09-08 03:00:00,24.1,97.0
172,172,2021-09-08 04:00:00,25.6,97.0
173,173,2021-09-08 05:00:00,23.8,96.0
174,174,2021-09-08 06:00:00,23.7,96.0
175,175,2021-09-08 07:00:00,25.5,95.0
176,176,2021-09-08 08:00:00,24.8,93.0
177,177,2021-09-08 09:00:00,26.4,82.0
178,178,2021-09-08 10:00:00,28.0,88.0
179,179,2021-09-08 11:00:00,27.4,81.0
180,180,2021-09-08 12:00:00,28.6,76.0
181,181,2021-09-08 13:00:00,31.3,71.0
182,182,2021-09-08 14:00:00,30.2,75.0
183,183,2021-09-08 15:00:00,30.3,73.0
184,184,2021-09-08 16:00:00,27.9,78.0
185,185,2021-09-08 17:00:00,27.2,86.0
186,186,2021-09-08 18:00:00,26.5,90.0
187,187,2021-09-08 19:00:00,25.8,93.0
188,188,2021-09-08 20:00:00,25.6,95.0
189,189,2021-09-08 21:00:00,25.3,95.0
190,190,2021-09-08 22:00:00,26.0,96.0
191,191,2021-09-08 23:00:00,24.7,97.0
192,192,2021-09-09 00:00:00,24.5,97.0
193,193,2021-09-09 01:00:00,25.8,96.0
194,194,2021-09-09 02:00:00,23.8,98.0
195,195,2021-09-09 03:00:00,23.8,97.0
196,196,2021-09-09 04:00:00,25.2,98.0
197,197,2021-09-09 05:00:00,24.6,97.0
198,198,2021-09-09 06:00:00,24.6,97.0
199,199,2021-09-09 07:00:00,26.0,96.0
200,200,2021-09-09 08:00:00,25.5,92.0
201,201,2021-09-09 09:00:00,25.9,91.0
202,202,2021-09-09 10:00:00,30.0,78.0
203,203,2021-09-09 11:00:00,27.7,80.0
204,204,2021-09-09 12:00:00,28.5,79.0
205,205,2021-09-09 13:00:00,26.5,92.0
206,206,2021-09-09 14:00:00,28.4,81.0
207,207,2021-09-09 15:00:00,28.5,82.0
208,208,2021-09-09 16:00:00,27.0,88.0
209,209,2021-09-09 17:00:00,27.1,85.0
210,210,2021-09-09 18:00:00,26.5,91.0
211,211,2021-09-09 19:00:00,27.0,92.0
212,212,2021-09-09 20:00:00,25.7,94.0
213,213,2021-09-09 21:00:00,25.5,95.0
214,214,2021-09-09 22:00:00,26.5,92.0
215,215,2021-09-09 23:00:00,24.9,95.0
216,216,2021-09-10 00:00:00,24.7,97.0
217,217,2021-09-10 01:00:00,26.0,93.0
218,218,2021-09-10 02:00:00,24.4,97.0
219,219,2021-09-10 03:00:00,24.4,97.0
