,idx,datetime,temp,rh
0,0,2021-02-01 00:00:00,25.3,62.0
1,1,2021-02-01 01:00:00,24.0,88.0
2,2,2021-02-01 02:00:00,23.2,70.0
3,3,2021-02-01 03:00:00,22.4,72.0
4,4,2021-02-01 04:00:00,22.8,93.0
5,5,2021-02-01 05:00:00,22.0,73.0
6,6,2021-02-01 06:00:00,21.4,78.0
7,7,2021-02-01 07:00:00,22.1,95.0
8,8,2021-02-01 08:00:00,24.1,66.0
9,9,2021-02-01 09:00:00,27.0,55.0
10,10,2021-02-01 10:00:00,29.1,57.0
11,11,2021-02-01 11:00:00,31.3,42.0
12,12,2021-02-01 12:00:00,32.3,38.0
13,13,2021-02-01 13:00:00,34.1,50.0
14,14,2021-02-01 14:00:00,33.5,35.0
15,15,2021-02-01 15:00:00,33.7,34.0
16,16,2021-02-01 16:00:00,34.1,51.0
17,17,2021-02-01 17:00:00,33.2,34.0
18,18,2021-02-01 18:00:00,31.7,42.0
19,19,2021-02-01 19:00:00,29.7,67.0
20,20,2021-02-01 20:00:00,28.4,51.0
21,21,2021-02-01 21:00:00,27.0,57.0
22,22,2021-02-01 22:00:00,27.0,73.0
23,23,2021-02-01 23:00:00,25.0,73.0
24,24,2021-02-02 00:00:00,24.6,76.0
25,25,2021-02-02 01:00:00,25.0,84.0
26,26,2021-02-02 02:00:00,23.9,80.0
27,27,2021-02-02 03:00:00,23.5,81.0
28,28,2021-02-02 04:00:00,23.5,89.0
29,29,2021-02-02 05:00:00,22.2,89.0
30,30,2021-02-02 06:00:00,21.9,88.0
31,31,2021-02-02 07:00:00,22.5,95.0
32,32,2021-02-02 08:00:00,24.7,72.0
33,33,2021-02-02 09:00:00,27.9,58.0
34,34,2021-02-02 10:00:00,30.0,59.0
35,35,2021-02-02 11:00:00,32.0,42.0
36,36,2021-02-02 12:00:00,32.9,39.0
37,37,2021-02-02 13:00:00,34.0,48.0
38,38,2021-02-02 14:00:00,33.9,35.0
39,39,2021-02-02 15:00:00,34.1,34.0
40,40,2021-02-02 16:00:00,36.0,43.0
41,41,2021-02-02 17:00:00,33.6,34.0
42,42,2021-02-02 18:00:00,31.6,48.0
43,43,2021-02-02 19:00:00,31.0,60.0
44,44,2021-02-02 20:00:00,28.7,54.0
45,45,2021-02-02 21:00:00,27.2,61.0
46,46,2021-02-02 22:00:00,27.2,76.0
47,47,2021-02-02 23:00:00,26.0,69.0
48,48,2021-02-03 00:00:00,25.1,75.0
49,49,2021-02-03 01:00:00,26.0,82.0
50,50,2021-02-03 02:00:00,23.7,77.0
51,51,2021-02-03 03:00:00,23.5,78.0
52,52,2021-02-03 04:00:00,25.0,86.0
53,53,2021-02-03 05:00:00,22.7,82.0
54,54,2021-02-03 06:00:00,21.4,88.0
