date,time,temp,rh
28/1/2021,1700,35,36
28/1/2021,1800,34,39
28/1/2021,1900,33,44
28/1/2021,2000,32,50
28/1/2021,2100,31,56
28/1/2021,2200,30,58
28/1/2021,2300,30,61
29/1/2021,0,30,63
29/1/2021,100,29,64
29/1/2021,200,29,64
29/1/2021,300,29,64
29/1/2021,400,28,61
29/1/2021,500,28,58
29/1/2021,600,27,54
29/1/2021,700,27,52
29/1/2021,800,27,49
29/1/2021,900,27,46
29/1/2021,1000,29,43
29/1/2021,1100,30,41
29/1/2021,1200,31,38
29/1/2021,1300,32,36
29/1/2021,1400,33,34
29/1/2021,1500,34,32
29/1/2021,1600,34,33
29/1/2021,1700,33,34
29/1/2021,1800,33,35
29/1/2021,1900,32,39
29/1/2021,2000,31,43
29/1/2021,2100,30,47
29/1/2021,2200,30,52
29/1/2021,2300,29,57
30/1/2021,0,29,61
30/1/2021,100,29,62
30/1/2021,200,28,63
30/1/2021,300,28,64
30/1/2021,400,28,64
30/1/2021,500,28,64
30/1/2021,600,28,65
30/1/2021,700,28,60
30/1/2021,800,28,55
30/1/2021,900,28,51
30/1/2021,1000,29,46
30/1/2021,1100,30,41
30/1/2021,1200,32,36
30/1/2021,1300,32,34
30/1/2021,1400,33,32
30/1/2021,1500,34,30
30/1/2021,1600,34,30
30/1/2021,1700,34,30
30/1/2021,1800,34,31
30/1/2021,1900,33,36
30/1/2021,2000,32,41
30/1/2021,2100,31,46
30/1/2021,2200,30,50
30/1/2021,2300,29,55
31/1/2021,0,29,60
31/1/2021,100,28,62
31/1/2021,200,28,64
31/1/2021,300,28,66
31/1/2021,400,28,67
31/1/2021,500,28,68
31/1/2021,600,28,69
31/1/2021,700,28,64
31/1/2021,800,28,60
31/1/2021,900,29,56
31/1/2021,1000,30,50
31/1/2021,1100,31,44
31/1/2021,1200,32,38
31/1/2021,1300,33,35
31/1/2021,1400,34,33
31/1/2021,1500,35,30
31/1/2021,1600,34,32
31/1/2021,1700,34,34
31/1/2021,1800,33,36
31/1/2021,1900,32,40
31/1/2021,2000,31,44
31/1/2021,2100,31,47
31/1/2021,2200,30,48
31/1/2021,2300,30,48
1/2/2021,0,30,48
1/2/2021,100,29,50
1/2/2021,200,29,52
1/2/2021,300,29,53
1/2/2021,400,29,54
1/2/2021,500,29,55
1/2/2021,600,29,55
1/2/2021,700,29,52
1/2/2021,800,30,49
1/2/2021,900,31,46
1/2/2021,1000,32,42
1/2/2021,1100,33,37
1/2/2021,1200,34,33
1/2/2021,1300,35,31
1/2/2021,1400,36,28
1/2/2021,1500,37,26
